"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 10, 2019","71.45","70.72","71.61","70.71","4.95K","1.74%"
"Apr 09, 2019","70.23","70.43","70.49","70.09","5.88K","-1.07%"
"Apr 08, 2019","70.99","70.01","71.12","69.95","37.34K","1.00%"
"Apr 05, 2019","70.29","70.27","70.38","69.87","6.25K","0.70%"
"Apr 04, 2019","69.80","68.84","69.80","68.84","9.05K","1.70%"
"Apr 03, 2019","68.63","68.40","69.43","68.40","19.39K","1.12%"
"Apr 02, 2019","67.87","67.13","67.90","66.46","12.00K","1.22%"
"Apr 01, 2019","67.05","66.13","67.30","66.13","6.86K","3.07%"
"Mar 29, 2019","65.05","65.50","65.91","65.03","31.90K","-0.40%"
"Mar 28, 2019","65.31","64.80","66.00","64.80","11.92K","1.24%"
"Mar 27, 2019","64.51","64.23","64.81","64.08","42.15K","1.02%"
"Mar 26, 2019","63.86","64.02","64.25","63.61","66.78K","0.76%"
"Mar 25, 2019","63.38","63.49","63.93","63.23","18.99K","-0.52%"
"Mar 22, 2019","63.71","64.50","64.51","63.67","16.74K","-2.45%"
"Mar 21, 2019","65.31","64.38","65.68","64.36","11.45K","0.31%"
"Mar 20, 2019","65.11","65.82","65.82","64.95","13.15K","-1.44%"
"Mar 19, 2019","66.06","66.07","66.77","66.00","11.60K","0.49%"
"Mar 18, 2019","65.74","65.25","65.89","65.25","7.81K","0.66%"
"Mar 15, 2019","65.31","65.35","65.44","65.06","12.92K","0.62%"
"Mar 14, 2019","64.91","65.95","65.95","64.75","3.81K","-2.30%"
"Mar 13, 2019","66.44","66.95","67.07","66.44","10.11K","-0.64%"
"Mar 12, 2019","66.87","67.80","67.80","66.77","8.44K","-1.08%"
"Mar 11, 2019","67.60","67.22","67.84","67.21","10.24K","0.84%"
"Mar 08, 2019","67.04","67.06","67.22","66.75","2.40K","-0.46%"
"Mar 07, 2019","67.35","68.13","68.13","66.84","4.36K","-2.31%"
"Mar 06, 2019","68.94","69.53","69.70","68.94","4.39K","-1.30%"
"Mar 05, 2019","69.85","70.27","70.55","69.82","8.85K","-0.13%"
"Mar 04, 2019","69.94","70.42","70.47","69.87","5.83K","0.01%"
"Mar 01, 2019","69.93","70.44","70.84","69.72","10.94K","0.69%"
"Feb 28, 2019","69.45","69.51","69.65","69.07","7.44K","-0.42%"
"Feb 27, 2019","69.74","69.48","70.12","69.19","9.25K","-0.44%"
"Feb 26, 2019","70.05","70.66","70.70","70.00","9.62K","-0.67%"
"Feb 25, 2019","70.52","71.54","71.54","70.51","56.09K","-1.55%"
"Feb 22, 2019","71.63","71.05","72.57","71.05","24.35K","2.98%"
"Feb 21, 2019","69.56","69.23","69.69","69.14","30.00K","-0.07%"
"Feb 20, 2019","69.61","68.96","69.96","68.96","18.06K","1.69%"
"Feb 19, 2019","68.45","68.92","68.92","68.32","17.38K","-0.61%"
"Feb 15, 2019","68.87","68.41","69.55","68.41","17.35K","0.72%"
"Feb 14, 2019","68.38","67.15","68.53","67.02","17.70K","1.06%"
"Feb 13, 2019","67.66","68.37","68.46","67.66","11.51K","-0.12%"
"Feb 12, 2019","67.74","67.19","68.00","67.19","17.96K","1.45%"
"Feb 11, 2019","66.77","66.52","67.06","66.52","18.14K","0.82%"
"Feb 08, 2019","66.23","66.71","67.00","65.93","18.13K","-1.95%"
"Feb 07, 2019","67.55","68.94","68.94","67.15","31.28K","-2.74%"
"Feb 06, 2019","69.45","69.43","69.78","69.24","11.80K","0.75%"
"Feb 05, 2019","68.93","69.10","69.29","68.65","17.80K","0.15%"
"Feb 04, 2019","68.83","68.81","69.00","68.16","24.20K","0.15%"
"Feb 01, 2019","68.73","69.76","69.76","68.52","9.92K","-1.16%"
"Jan 31, 2019","69.54","69.44","69.84","68.92","9.98K","0.86%"
"Jan 30, 2019","68.95","67.80","68.95","67.77","9.58K","-0.06%"
"Jan 29, 2019","68.99","68.79","69.80","68.76","35.50K","-0.30%"
"Jan 28, 2019","69.20","68.56","69.48","68.51","21.20K","-0.06%"
"Jan 25, 2019","69.24","68.64","69.29","68.57","13.01K","1.61%"
"Jan 24, 2019","68.14","67.09","68.14","67.09","18.72K","2.11%"
"Jan 23, 2019","66.73","67.33","67.58","66.00","87.61K","-0.06%"
"Jan 22, 2019","66.77","66.68","67.32","65.92","38.66K","-0.22%"
"Jan 21, 2019","66.92","66.75","66.94","66.30","15.70K","-0.98%"
"Jan 18, 2019","67.58","67.23","67.99","67.00","23.14K","1.58%"
"Jan 17, 2019","66.53","66.66","66.70","66.18","38.96K","-0.25%"
"Jan 16, 2019","66.70","66.52","67.15","66.49","32.26K","0.01%"
"Jan 15, 2019","66.69","66.80","67.00","65.39","40.31K","-0.15%"
"Jan 14, 2019","66.79","65.85","67.30","65.85","13.08K","-0.25%"
"Jan 11, 2019","66.96","66.22","67.61","65.95","11.51K","1.18%"
"Jan 10, 2019","66.18","65.18","66.18","64.96","35.02K","2.18%"
"Jan 09, 2019","64.77","63.43","65.00","63.43","17.30K","2.35%"
"Jan 08, 2019","63.28","63.18","63.80","62.85","18.05K","2.43%"
"Jan 07, 2019","61.78","61.07","61.97","60.18","24.20K","1.36%"
"Jan 04, 2019","60.95","59.84","61.31","59.81","25.15K","2.30%"
"Jan 03, 2019","59.58","61.04","61.10","59.50","29.20K","-3.62%"
"Jan 02, 2019","61.82","60.70","62.30","60.30","16.58K","-0.19%"
"Dec 31, 2018","61.94","62.75","62.75","61.28","16.24K","-0.27%"
"Dec 28, 2018","62.11","63.68","63.86","61.83","21.51K","-1.80%"
"Dec 27, 2018","63.25","61.29","63.40","60.80","25.61K","5.19%"
"Dec 24, 2018","60.13","61.08","61.10","59.83","10.37K","-2.43%"
"Dec 21, 2018","61.63","61.41","62.47","60.97","22.22K","1.28%"
"Dec 20, 2018","60.85","60.97","61.68","60.74","34.40K","0.05%"
"Dec 19, 2018","60.82","61.29","62.95","60.60","52.62K","-0.59%"
"Dec 18, 2018","61.18","60.04","61.97","59.84","21.84K","2.84%"
"Dec 17, 2018","59.49","60.28","61.48","59.21","29.74K","-1.82%"
"Dec 14, 2018","60.59","60.22","61.77","60.22","39.75K","-0.18%"
"Dec 13, 2018","60.70","61.34","61.89","60.64","16.20K","-0.41%"
"Dec 12, 2018","60.95","61.43","61.95","60.94","33.91K","1.09%"
"Dec 11, 2018","60.29","61.62","61.64","60.29","41.26K","1.14%"
"Dec 10, 2018","59.61","60.34","60.37","58.92","29.89K","-1.60%"
"Dec 07, 2018","60.58","62.89","63.39","60.56","25.39K","-3.41%"
"Dec 06, 2018","62.72","61.10","62.81","60.91","35.72K","0.08%"
"Dec 05, 2018","62.67","62.90","63.00","62.25","41.52K","-0.35%"
"Dec 04, 2018","62.89","66.70","66.72","62.47","55.44K","-5.95%"
"Dec 03, 2018","66.87","67.90","68.06","66.05","203.27K","1.03%"
"Nov 30, 2018","66.19","65.80","66.55","65.56","26.94K","0.61%"
"Nov 29, 2018","65.79","65.03","66.48","64.95","27.85K","1.06%"
"Nov 28, 2018","65.10","63.50","65.10","63.36","27.06K","1.50%"
"Nov 27, 2018","64.14","67.09","67.09","63.90","22.94K","-5.29%"
"Nov 26, 2018","67.72","66.50","67.73","66.25","20.27K","1.74%"
"Nov 23, 2018","66.56","65.60","66.88","65.60","12.10K","0.71%"
"Nov 22, 2018","66.09","66.01","66.43","65.68","3.97K","-0.77%"
"Nov 21, 2018","66.60","65.72","67.29","65.72","22.28K","1.96%"
"Nov 20, 2018","65.32","64.98","66.35","64.98","17.14K","-1.45%"
"Nov 19, 2018","66.28","65.43","66.93","65.43","25.02K","0.56%"
"Nov 16, 2018","65.91","64.76","66.42","64.76","307.85K","0.56%"
"Nov 15, 2018","65.54","66.13","66.13","64.03","25.74K","-1.50%"
"Nov 14, 2018","66.54","65.88","66.87","65.69","22.61K","1.54%"
"Nov 13, 2018","65.53","65.70","67.00","65.45","27.07K","1.05%"
"Nov 12, 2018","64.85","65.12","65.70","63.76","18.77K","-0.83%"
"Nov 09, 2018","65.39","66.95","66.95","64.00","76.21K","-4.36%"
"Nov 08, 2018","68.37","64.77","68.80","64.77","65.39K","5.18%"
"Nov 07, 2018","65.00","64.88","65.18","63.99","76.98K","-0.06%"
"Nov 06, 2018","65.04","64.55","65.28","64.55","17.79K","1.26%"
"Nov 05, 2018","64.23","65.77","66.06","63.90","34.66K","-2.83%"
"Nov 02, 2018","66.10","66.79","67.18","65.20","15.04K","-0.21%"
"Nov 01, 2018","66.24","64.82","66.40","64.56","18.01K","2.13%"
